SKU,Barcode,UPC/EAN,listing_url_ASIN,Name,Weight,Units,UOM,Grams,Cost,Price,Type,Brand,Manufacturer,Note,Location,Condition,Item ID,Power,buybox_new_landed_price,buybox_new_listing_price,buybox_new_shipping_price,buybox_new_subcondition,buybox_used_listing_price,buybox_used_shipping_price,buybox_used_subcondition,fba_fee_total,fba_monthly_storage,fba_order_handling,fba_pick_pack,fba_tier_level,fba_weight_handling,has_super_saver_shipping,list_price_amount,lowest_new_price_fba,lowest_new_price_merchant,sales_rank,additional_image_1,additional_image_2,additional_image_3,additional_image_4,additional_image_5,all_images,description,hazardous_material_type,item_type_keyword,large_image,listing_url,package_dimensions_height,package_dimensions_length,package_dimensions_weight,package_dimensions_width,parent_asin,product_type_name,product_group,size,Barcode.1,Name_clean,asin,Created,Quantity,My warehouse
SKU-8DQYX49D,2038374680243,030772088753,B0CCGK1F86,Gain Fireworks In-Wash Original Scented Booster Beads - 24oz,24oz,24,oz,680.4000000000001,0,15.99,LAUNDRY CLEANING AND CLOSET,Gain,Procter & Gamble,,,,,,15.97,15.97,0.0,New,0.0,0.0,,5.81,0.29,0.0,5.52,Large Standard Size,0.0,1.0,15.99,15.97,14.25,1141.0,https://m.media-amazon.com/images/I/71D2pdyKAoL.jpg,https://m.media-amazon.com/images/I/81oSHeX8nlL.jpg,https://m.media-amazon.com/images/I/81i4Du434bL.jpg,https://m.media-amazon.com/images/I/81F9kXo+gGL.jpg,https://m.media-amazon.com/images/I/81kbsEnWXVL.jpg,"https://m.media-amazon.com/images/I/71D2pdyKAoL.jpg,https://m.media-amazon.com/images/I/81oSHeX8nlL.jpg,https://m.media-amazon.com/images/I/81i4Du434bL.jpg,https://m.media-amazon.com/images/I/81F9kXo+gGL.jpg,https://m.media-amazon.com/images/I/81kbsEnWXVL.jpg,https://m.media-amazon.com/images/I/815pnAiW75L.jpg","If you love the scent of Gain Original Laundry Detergent and wish you could dial up this oh-so-amazing scent experience, Gain Original Scent Fireworks Laundry Scent Booster Beads will give you just that, allowing you to add a little or a lot of amazing scent to your wash. It's super easy to use: just shake the in wash scent booster beads directly into your washing machine's drum along with your laundry detergent, add your clothes on top of it, and start your wash cycle as usual. So you can enjoy freshness that lasts up to 12 weeks, from wash to wear. Gain Laundry Scent Booster Beads are best used with Gain laundry detergent, fabric softener,and dryer sheets.",,fabric-deodorizer,https://m.media-amazon.com/images/I/41IifrJPhnL.jpg,https://www.amazon.com/dp/B0CCGK1F86,4.409999996,10.86999999,1.742,4.449999995,B0CZ7H79QL,TEXTILE_DEODORIZER,Health and Beauty,1 Count (Pack of 1),,gain fireworks in-wash original scented booster beads - 24oz,B0CCGK1F86,2024-09-16 18:19:56,1,1
SKU-47PKIAE1,2030171282996,030772094860,B0BSJWPRXQ,Gain Flings Laundry Detergent - Fresh & Comfy - 76ct (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,19.99,LAUNDRY CLEANING AND CLOSET,Gain,Procter & Gamble,,,,,,20.19,20.19,0.0,New,0.0,0.0,,7.74,0.5,0.0,7.24,Large Standard Size,0.0,1.0,19.99,20.19,24.55,1374.0,https://m.media-amazon.com/images/I/81ppW8juDrL.jpg,https://m.media-amazon.com/images/I/91Oa4lCyJYL.jpg,https://m.media-amazon.com/images/I/81Fa5Hx3LxL.jpg,https://m.media-amazon.com/images/I/81ceP+i2ufL.jpg,https://m.media-amazon.com/images/I/81IqktRMscL.jpg,"https://m.media-amazon.com/images/I/81ppW8juDrL.jpg,https://m.media-amazon.com/images/I/91Oa4lCyJYL.jpg,https://m.media-amazon.com/images/I/81Fa5Hx3LxL.jpg,https://m.media-amazon.com/images/I/81ceP+i2ufL.jpg,https://m.media-amazon.com/images/I/81IqktRMscL.jpg,https://m.media-amazon.com/images/I/91vrcyC54YL.jpg","Pssst! Want to smell as fresh as you look? Gain Odor Defense laundry detergent pods with flings! Odor Eliminators eliminate tough odors*, instead of just masking them. That means tough-to-get funk is out, and the delightfully long-lasting Super Fresh Blast scent is in, keeping your clothes smelling fresh with its striking effervescent scent. Toss in 3-in-1 Gain flings! laundry pacs with +flings Odor to remove odors and give clothes a powerful clean with lasting freshness every time you throw a load into your wash. Works in all machines, water temperatures, and is safe to use on all fabric types. And for maximum freshness, pair it with Gain fabric softener, Fireworks in-wash scent booster or dryer sheets products for an even more irresistible Gain laundry experience. *in wear",,laundry-detergent-pacs-and-tablets,https://m.media-amazon.com/images/I/51p-Rq9-U4L.jpg,https://www.amazon.com/dp/B0BSJWPRXQ,4.488188972,9.133858258,3.968,8.818897629,B0D3PDT3PW,LAUNDRY_DETERGENT,Health and Beauty,76 Count (Pack of 1),,gain flings laundry detergent - fresh & comfy - 76ct (please be advised that sets may be missing pieces or otherwise incomplete.),B0BSJWPRXQ,2024-09-16 18:19:54,8,8
SKU-HM0V7IZ0,2024004613408,030772024799,B0BJMQGPG9,Gain flings! Liquid Laundry Detergent Pacs - Moonlight Breeze - 54oz/76ct (Please be advised that sets may be missing pieces or otherwise incomplete.),54oz,54,oz,1530.9,0,19.99,LAUNDRY CLEANING AND CLOSET,Gain,Procter & Gamble,,,,,,27.24,27.24,0.0,New,26.43,0.0,Mint,8.5,0.62,0.0,7.88,Large Standard Size,0.0,1.0,27.49,26.99,27.24,1789.0,https://m.media-amazon.com/images/I/81cYoeTIhOL.jpg,https://m.media-amazon.com/images/I/81SFY-DvPzL.jpg,https://m.media-amazon.com/images/I/81ceP+i2ufL.jpg,https://m.media-amazon.com/images/I/91g0X3xJ7GL.jpg,https://m.media-amazon.com/images/I/81EsjgSwNML.jpg,"https://m.media-amazon.com/images/I/81cYoeTIhOL.jpg,https://m.media-amazon.com/images/I/81SFY-DvPzL.jpg,https://m.media-amazon.com/images/I/81ceP+i2ufL.jpg,https://m.media-amazon.com/images/I/91g0X3xJ7GL.jpg,https://m.media-amazon.com/images/I/81EsjgSwNML.jpg,https://m.media-amazon.com/images/I/81vv5pUJAcL.jpg","Stains and odors bumming out your sense of smell? Make your nose happy with GainÂ® Moonlight Breeze scent Laundry Detergent flings!. It's the only detergent that combines OxiBoost + Febreze all-in-one laundry detergent pac. Gain flings! are formulated with 50% more freshness ingredients*, so fabrics come out fresher and smelling ahhh-mazing, every load. Gain flings! HE detergent is works and is safe to use in all top and front-loading machines, and works in all water conditions, even cold water. Try it on all your wash-safe fabrics and experience all of Gain's sniff-ably fresh scents every time you do laundry. * vs. Cheer detergent",,laundry-detergent-pacs-and-tablets,https://m.media-amazon.com/images/I/81cYoeTIhOL.jpg,https://www.amazon.com/dp/B0BJMQGPG9,4.489999995,10.98212597,5.993,9.169999991,B0D3QHS5D5,LAUNDRY_DETERGENT,Health and Beauty,112 Count (Pack of 1),,gain flings! liquid laundry detergent pacs - moonlight breeze - 54oz/76ct (please be advised that sets may be missing pieces or otherwise incomplete.),B0BJMQGPG9,2024-09-16 18:19:56,1,1
SKU-QGJDTWDE,2038587448081,030772080115,B0CCZRCQXX,Gain Liquid Oxi Waterfall Laundry Detergent - 184 fl oz,184 FL oz,184,FL oz,5441.5294395,0,18.99,LAUNDRY CLEANING AND CLOSET,Gain,Procter & Gamble,,,,,,18.94,18.94,0.0,New,18.75,0.0,Mint,11.22,1.1,0.0,10.12,Large Standard Size,0.0,1.0,18.99,18.94,18.94,2945.0,https://m.media-amazon.com/images/I/81zfUANJosL.jpg,https://m.media-amazon.com/images/I/81r6B6mkBqL.jpg,https://m.media-amazon.com/images/I/91wD43r-uhL.jpg,https://m.media-amazon.com/images/I/8154tozRWiL.jpg,https://m.media-amazon.com/images/I/91Q4nxeESWL.jpg,"https://m.media-amazon.com/images/I/81zfUANJosL.jpg,https://m.media-amazon.com/images/I/81r6B6mkBqL.jpg,https://m.media-amazon.com/images/I/91wD43r-uhL.jpg,https://m.media-amazon.com/images/I/8154tozRWiL.jpg,https://m.media-amazon.com/images/I/91Q4nxeESWL.jpg,https://m.media-amazon.com/images/I/81uT3vtklYL.jpg","Gain Ultra OXI Liquid Laundry Detergent Waterfall Delight Scent 2-in-1 HE Compatible Laundry Soap is designed with oxi power to lift away stubborn dirt, infusing giving your clothes with an amazing Gain Waterfall Delight scent that's sure to become one of your favorites. Gain Ultra OXI Laundry Detergent's 2-in-1 Ultra OXI & Waterfall Delight scent is an HE laundry detergent compatible with all high-efficiency washers, giving you a freshness you can count on. Experience for yourself the crisp, waterfall-freshness of Gain Ultra OXI Liquid Laundry Detergent Waterfall Delight scent today.",,liquid-laundry-detergent,https://m.media-amazon.com/images/I/51r1SOTuxGL.jpg,https://www.amazon.com/dp/B0CCZRCQXX,6.889999993,10.86999999,12.899,10.58999999,B0CZMM9L5T,LAUNDRY_DETERGENT,Health and Beauty,184 Fl Oz (Pack of 1),,gain liquid oxi waterfall laundry detergent - 184 fl oz,B0CCZRCQXX,2024-09-16 18:19:56,1,1
SKU-7SH9T8FP,2032646864546,Unknown,B0CQKDXQLP,"GE 15 Watts 48"" T8 Light Bulb LED Color Select Linear Tube Light",Missing ,Missing,,,0,18.99,GARAGE & HARDWARE,GE,GE Lighting,,,,,,69.77,69.77,0.0,New,0.0,0.0,,8.84,0.0,0.0,8.84,,0.0,,0.0,0.0,69.77,55216.0,https://m.media-amazon.com/images/I/71Nmqgv-3zL.jpg,https://m.media-amazon.com/images/I/61GYIagRc8L.jpg,https://m.media-amazon.com/images/I/718wFDINOzL.jpg,https://m.media-amazon.com/images/I/61sUkfHTbjL.jpg,https://m.media-amazon.com/images/I/51QgI9Lea3L.jpg,"https://m.media-amazon.com/images/I/71Nmqgv-3zL.jpg,https://m.media-amazon.com/images/I/61GYIagRc8L.jpg,https://m.media-amazon.com/images/I/718wFDINOzL.jpg,https://m.media-amazon.com/images/I/61sUkfHTbjL.jpg,https://m.media-amazon.com/images/I/51QgI9Lea3L.jpg","<p>GE Lighting</p> <p>48 inch T8 LED Tube, Type A plug and play</p> <p>case of 16 LED tubes</p> <ul> <li>48 inch T8, frosted</li> <li>LED Tube Type A plug and play-- fast and easy LED upgrade for T8 fluorescent, simply remove the fluorescent lamp and replace with this LED tube. No hassle, no rewire. (will not work for T5 or T12). System Compatability depends on LFL fixture ballast</li> <li>32 Watt replacement using only 15 Watts</li> <li>1800 lumens/80 color rendering index</li> <li>4000 Kelvin cool white light</li> <li>4 LED bulbs per package</li> <li>T8 LED tube (1-inch diameter) with medium bi-pin base type (G13)</li> <li>Saves 67 dollars on energy costs per bulb vs. 32-Watt incandescent over the bulb's life</li> <li>Non-dimmable</li> <li>Perfect for garage, basements and large open spaces</li> <li>Medium BiPin (G13) base</li> <li>16 tubes</li> </ul>",,led-household-light-bulbs,https://m.media-amazon.com/images/I/71Nmqgv-3zL.jpg,https://www.amazon.com/dp/B0CQKDXQLP,,,9.0,,,LIGHT_BULB,Lighting,,,"ge 15 watts 48"" t8 light bulb led color select linear tube light",B0CQKDXQLP,2024-09-16 18:19:56,1,1
SKU-9JLZ5S5E,2020599130634,708296750257,B088LTCXQN,Geometric Pattern Chunky Woven Jacquard Square Throw Pillow Green - Threshold,Missing ,Missing,,,0,25.0,HOME,Mika Home,,,,,,,20.99,20.99,0.0,New,0.0,0.0,,5.12,0.22,0.0,4.9,Large Standard Size,0.0,1.0,20.99,20.99,0.0,303280.0,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,"https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,https://m.media-amazon.com/images/I/81OHWJfh39L.jpg,https://m.media-amazon.com/images/I/91NR1ZMTxNL.jpg","This throw pillow case is suitable decor for home,bedroom,living room and your sofa. With this removable throw pillow cover you can change the decor of your room without throwing out your expensive and comfortable accent pillow or cushion. Actual patterns on the throw pillow cover may differ due to pattern placement on original fabric layout. There are slight difference between the picture and the real item caused by light brightness.Due to hand cut and hand sewing, please allow 1-2cm size deviation.",,throw-pillow-covers,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://www.amazon.com/dp/B088LTCXQN,1.699999998,9.99999999,0.95,9.299999991,B088LG67TF,DECORATIVE_PILLOW_COVER,Home,18x18 Inches,,geometric pattern chunky woven jacquard square throw pillow green - threshold,B088LTCXQN,2024-09-16 18:19:54,3,3
SKU-6O573QQM,2083389847242,708296750257,B088LTCXQN,Geometric Pattern Chunky Woven Jacquard Square Throw Pillow Green - Threshold,Missing ,Missing,,,0,25.0,HOME,Mika Home,,,,,,,20.99,20.99,0.0,New,0.0,0.0,,5.12,0.22,0.0,4.9,Large Standard Size,0.0,1.0,20.99,20.99,0.0,303280.0,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,"https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,https://m.media-amazon.com/images/I/81OHWJfh39L.jpg,https://m.media-amazon.com/images/I/91NR1ZMTxNL.jpg","This throw pillow case is suitable decor for home,bedroom,living room and your sofa. With this removable throw pillow cover you can change the decor of your room without throwing out your expensive and comfortable accent pillow or cushion. Actual patterns on the throw pillow cover may differ due to pattern placement on original fabric layout. There are slight difference between the picture and the real item caused by light brightness.Due to hand cut and hand sewing, please allow 1-2cm size deviation.",,throw-pillow-covers,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://www.amazon.com/dp/B088LTCXQN,1.699999998,9.99999999,0.95,9.299999991,B088LG67TF,DECORATIVE_PILLOW_COVER,Home,18x18 Inches,,geometric pattern chunky woven jacquard square throw pillow green - threshold,B088LTCXQN,2024-09-16 18:19:56,1,1
SKU-MO7WXZTF,2016006205095,708296750257,B088LTCXQN,Geometric Pattern Chunky Woven Jacquard Square Throw Pillow Green - Threshold,Missing ,Missing,,,0,25.0,HOME,Mika Home,,,,,,,20.99,20.99,0.0,New,0.0,0.0,,5.12,0.22,0.0,4.9,Large Standard Size,0.0,1.0,20.99,20.99,0.0,303280.0,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,"https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,https://m.media-amazon.com/images/I/81OHWJfh39L.jpg,https://m.media-amazon.com/images/I/91NR1ZMTxNL.jpg","This throw pillow case is suitable decor for home,bedroom,living room and your sofa. With this removable throw pillow cover you can change the decor of your room without throwing out your expensive and comfortable accent pillow or cushion. Actual patterns on the throw pillow cover may differ due to pattern placement on original fabric layout. There are slight difference between the picture and the real item caused by light brightness.Due to hand cut and hand sewing, please allow 1-2cm size deviation.",,throw-pillow-covers,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://www.amazon.com/dp/B088LTCXQN,1.699999998,9.99999999,0.95,9.299999991,B088LG67TF,DECORATIVE_PILLOW_COVER,Home,18x18 Inches,,geometric pattern chunky woven jacquard square throw pillow green - threshold,B088LTCXQN,2024-09-16 18:19:56,1,1
SKU-BC8LES3J,2023385013395,708296750257,B088LTCXQN,Geometric Pattern Chunky Woven Jacquard Square Throw Pillow Green - Threshold,Missing ,Missing,,,0,25.0,HOME,Mika Home,,,,,,,20.99,20.99,0.0,New,0.0,0.0,,5.12,0.22,0.0,4.9,Large Standard Size,0.0,1.0,20.99,20.99,0.0,303280.0,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,"https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,https://m.media-amazon.com/images/I/81OHWJfh39L.jpg,https://m.media-amazon.com/images/I/91NR1ZMTxNL.jpg","This throw pillow case is suitable decor for home,bedroom,living room and your sofa. With this removable throw pillow cover you can change the decor of your room without throwing out your expensive and comfortable accent pillow or cushion. Actual patterns on the throw pillow cover may differ due to pattern placement on original fabric layout. There are slight difference between the picture and the real item caused by light brightness.Due to hand cut and hand sewing, please allow 1-2cm size deviation.",,throw-pillow-covers,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://www.amazon.com/dp/B088LTCXQN,1.699999998,9.99999999,0.95,9.299999991,B088LG67TF,DECORATIVE_PILLOW_COVER,Home,18x18 Inches,,geometric pattern chunky woven jacquard square throw pillow green - threshold,B088LTCXQN,2024-09-16 18:19:56,1,1
SKU-WVGR0LWN,2073536078872,708296750257,B088LTCXQN,Geometric Pattern Chunky Woven Jacquard Square Throw Pillow Green - Threshold,Missing ,Missing,,,0,25.0,HOME,Mika Home,,,,,,,20.99,20.99,0.0,New,0.0,0.0,,5.12,0.22,0.0,4.9,Large Standard Size,0.0,1.0,20.99,20.99,0.0,303280.0,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,"https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://m.media-amazon.com/images/I/A1xV6ofcL3L.jpg,https://m.media-amazon.com/images/I/91Xcpl7UuZL.jpg,https://m.media-amazon.com/images/I/919PYb99SAL.jpg,https://m.media-amazon.com/images/I/81C78z-TBPL.jpg,https://m.media-amazon.com/images/I/81OHWJfh39L.jpg,https://m.media-amazon.com/images/I/91NR1ZMTxNL.jpg","This throw pillow case is suitable decor for home,bedroom,living room and your sofa. With this removable throw pillow cover you can change the decor of your room without throwing out your expensive and comfortable accent pillow or cushion. Actual patterns on the throw pillow cover may differ due to pattern placement on original fabric layout. There are slight difference between the picture and the real item caused by light brightness.Due to hand cut and hand sewing, please allow 1-2cm size deviation.",,throw-pillow-covers,https://m.media-amazon.com/images/I/A1PUvsxpaML.jpg,https://www.amazon.com/dp/B088LTCXQN,1.699999998,9.99999999,0.95,9.299999991,B088LG67TF,DECORATIVE_PILLOW_COVER,Home,18x18 Inches,,geometric pattern chunky woven jacquard square throw pillow green - threshold,B088LTCXQN,2024-09-16 18:19:56,1,1
SKU-UXBW84YI,2062334017251,Unknown,B0CBSRYCLR,Geometric Patterned Cut Velvet Cotton Blend Square Throw Pillow Teal Green - Threshold,Missing ,Missing,,,0,20.0,HOME,Aeckself,Aeckself,,,,,,16.99,16.99,0.0,New,0.0,0.0,,4.27,0.12,0.0,4.15,Large Standard Size,0.0,1.0,21.99,16.99,0.0,1081830.0,https://m.media-amazon.com/images/I/8131Ul-sQIL.jpg,https://m.media-amazon.com/images/I/71HG7H7BnKL.jpg,https://m.media-amazon.com/images/I/81SAkYwXH7L.jpg,https://m.media-amazon.com/images/I/81KcInl302L.jpg,https://m.media-amazon.com/images/I/713ZZKa-r1L.jpg,"https://m.media-amazon.com/images/I/8131Ul-sQIL.jpg,https://m.media-amazon.com/images/I/71HG7H7BnKL.jpg,https://m.media-amazon.com/images/I/81SAkYwXH7L.jpg,https://m.media-amazon.com/images/I/81KcInl302L.jpg,https://m.media-amazon.com/images/I/713ZZKa-r1L.jpg,https://m.media-amazon.com/images/I/81MWSm8eypL.jpg,https://m.media-amazon.com/images/I/91UnV4ILjrL.jpg","Package Includes: 1 Piece of Green Pillow Cover. And pls notice: PILLOW COVER ONLY ( INSERT NOT INCLUDED), 18 x 18Inch(45 x 45cm) (Pls allow 1-2cm measurement deviation)",,throw-pillow-covers,https://m.media-amazon.com/images/I/8131Ul-sQIL.jpg,https://www.amazon.com/dp/B0CBSRYCLR,1.339999999,9.87999999,0.441,6.379999993,B0CBSQWL8Z,DECORATIVE_PILLOW_COVER,Home,"18"" x 18""",,geometric patterned cut velvet cotton blend square throw pillow teal green - threshold,B0CBSRYCLR,2024-09-16 18:19:54,4,4
SKU-0NECB1KB,2022068758318,Unknown,B0CBSRYCLR,Geometric Patterned Cut Velvet Cotton Blend Square Throw Pillow Teal Green - Threshold,Missing ,Missing,,,0,20.0,HOME,Aeckself,Aeckself,,,,,,16.99,16.99,0.0,New,0.0,0.0,,4.27,0.12,0.0,4.15,Large Standard Size,0.0,1.0,21.99,16.99,0.0,1081830.0,https://m.media-amazon.com/images/I/8131Ul-sQIL.jpg,https://m.media-amazon.com/images/I/71HG7H7BnKL.jpg,https://m.media-amazon.com/images/I/81SAkYwXH7L.jpg,https://m.media-amazon.com/images/I/81KcInl302L.jpg,https://m.media-amazon.com/images/I/713ZZKa-r1L.jpg,"https://m.media-amazon.com/images/I/8131Ul-sQIL.jpg,https://m.media-amazon.com/images/I/71HG7H7BnKL.jpg,https://m.media-amazon.com/images/I/81SAkYwXH7L.jpg,https://m.media-amazon.com/images/I/81KcInl302L.jpg,https://m.media-amazon.com/images/I/713ZZKa-r1L.jpg,https://m.media-amazon.com/images/I/81MWSm8eypL.jpg,https://m.media-amazon.com/images/I/91UnV4ILjrL.jpg","Package Includes: 1 Piece of Green Pillow Cover. And pls notice: PILLOW COVER ONLY ( INSERT NOT INCLUDED), 18 x 18Inch(45 x 45cm) (Pls allow 1-2cm measurement deviation)",,throw-pillow-covers,https://m.media-amazon.com/images/I/8131Ul-sQIL.jpg,https://www.amazon.com/dp/B0CBSRYCLR,1.339999999,9.87999999,0.441,6.379999993,B0CBSQWL8Z,DECORATIVE_PILLOW_COVER,Home,"18"" x 18""",,geometric patterned cut velvet cotton blend square throw pillow teal green - threshold,B0CBSRYCLR,2024-09-16 18:19:56,1,1
SKU-VRG2EOIA,2036310802568,Unknown,B09Y2MVCN7,Geometric Patterned Cut Velvet Cotton Blend Square Throw Pillow Terracotta - Threshold,Missing ,Missing,,,0,20.0,HOME,Alerfa,Alerfa,,,,,,16.99,16.99,0.0,New,0.0,0.0,,4.22,0.14,0.0,4.08,Large Standard Size,0.0,1.0,0.0,16.99,0.0,201650.0,https://m.media-amazon.com/images/I/81KHoW9TqOL.jpg,https://m.media-amazon.com/images/I/71oT2WZvD6L.jpg,https://m.media-amazon.com/images/I/81osRT0azsL.jpg,https://m.media-amazon.com/images/I/81PCilCdvHL.jpg,https://m.media-amazon.com/images/I/617HarK0RdL.jpg,"https://m.media-amazon.com/images/I/81KHoW9TqOL.jpg,https://m.media-amazon.com/images/I/71oT2WZvD6L.jpg,https://m.media-amazon.com/images/I/81osRT0azsL.jpg,https://m.media-amazon.com/images/I/81PCilCdvHL.jpg,https://m.media-amazon.com/images/I/617HarK0RdL.jpg,https://m.media-amazon.com/images/I/81CiM8NyzEL.jpg,https://m.media-amazon.com/images/I/71pMvWwyHuL.jpg,https://m.media-amazon.com/images/I/81OdBGbcJHL.jpg","<p><b>Description:</b></p> <p>Measures 18 x 18 inches, 45 x 45 cm.</p> <p></p> <p></p> <p>Cushion cover ONLY, NOT include the filling/ insert.</p> <p></p> <p></p> <p>Hidden zipper closure, Pattern just on the FRONT&nbsp;side.</p> <p></p> <p></p> <p><b>Good To Know Before You Buy:</b></p> <p></p> <p></p> <p>1. The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightness.</p> <p></p> <p></p> <p>2. All the mesurement are handmade, there may be 1-2cm deviation.</p>",,throw-pillow-covers,https://m.media-amazon.com/images/I/81KHoW9TqOL.jpg,https://www.amazon.com/dp/B09Y2MVCN7,1.499999998,9.56999999,0.659,7.089999993,B09XXXT57N,DECORATIVE_PILLOW_COVER,Home,"18"" x 18""",,geometric patterned cut velvet cotton blend square throw pillow terracotta - threshold,B09Y2MVCN7,2024-09-16 18:19:54,4,4
SKU-WEWPGA30,2074551011967,Unknown,B09Y2MVCN7,Geometric Patterned Cut Velvet Cotton Blend Square Throw Pillow Terracotta - Threshold,Missing ,Missing,,,0,20.0,HOME,Alerfa,Alerfa,,,,,,16.99,16.99,0.0,New,0.0,0.0,,4.22,0.14,0.0,4.08,Large Standard Size,0.0,1.0,0.0,16.99,0.0,201650.0,https://m.media-amazon.com/images/I/81KHoW9TqOL.jpg,https://m.media-amazon.com/images/I/71oT2WZvD6L.jpg,https://m.media-amazon.com/images/I/81osRT0azsL.jpg,https://m.media-amazon.com/images/I/81PCilCdvHL.jpg,https://m.media-amazon.com/images/I/617HarK0RdL.jpg,"https://m.media-amazon.com/images/I/81KHoW9TqOL.jpg,https://m.media-amazon.com/images/I/71oT2WZvD6L.jpg,https://m.media-amazon.com/images/I/81osRT0azsL.jpg,https://m.media-amazon.com/images/I/81PCilCdvHL.jpg,https://m.media-amazon.com/images/I/617HarK0RdL.jpg,https://m.media-amazon.com/images/I/81CiM8NyzEL.jpg,https://m.media-amazon.com/images/I/71pMvWwyHuL.jpg,https://m.media-amazon.com/images/I/81OdBGbcJHL.jpg","<p><b>Description:</b></p> <p>Measures 18 x 18 inches, 45 x 45 cm.</p> <p></p> <p></p> <p>Cushion cover ONLY, NOT include the filling/ insert.</p> <p></p> <p></p> <p>Hidden zipper closure, Pattern just on the FRONT&nbsp;side.</p> <p></p> <p></p> <p><b>Good To Know Before You Buy:</b></p> <p></p> <p></p> <p>1. The real color of the item may be slightly different from the pictures shown on website caused by many factors such as brightness of your monitor and light brightness.</p> <p></p> <p></p> <p>2. All the mesurement are handmade, there may be 1-2cm deviation.</p>",,throw-pillow-covers,https://m.media-amazon.com/images/I/81KHoW9TqOL.jpg,https://www.amazon.com/dp/B09Y2MVCN7,1.499999998,9.56999999,0.659,7.089999993,B09XXXT57N,DECORATIVE_PILLOW_COVER,Home,"18"" x 18""",,geometric patterned cut velvet cotton blend square throw pillow terracotta - threshold,B09Y2MVCN7,2024-09-16 18:19:54,3,3
